[STRING]
String = 12000,建物名
String = 30164,宋
String = 30165,宋
String = 30166,宋
String = 30167,岑
String = 30168,李
String = 30169,李
String = 30170,李
String = 30171,李
String = 30172,李
String = 30173,李
String = 30174,李
String = 30175,李
String = 30176,李
String = 30177,李
String = 30178,李
String = 30179,李
String = 30180,李
String = 30181,杜
String = 30182,杜
String = 30183,步
String = 30184,車
String = 30185,辛
String = 30186,辛
String = 30187,辛
String = 30188,辛
String = 30189,邢
String = 30190,阮
String = 30191,阮
String = 30192,典
String = 30193,卓
String = 30194,卑衍
String = 30195,周
String = 30196,周
String = 30197,周
String = 30198,周
String = 30199,周
String = 30200,周
String = 30201,周
String = 30202,孟
String = 30203,孟
String = 30204,尚
String = 30205,武
String = 30206,法
String = 30207,沮
String = 30208,沮
String = 30209,芙
String = 30210,金
String = 30211,金
String = 30212,邴
String = 30213,邯鄲
String = 30214,侯
String = 30215,侯
String = 30216,俞
String = 30217,姜
String = 30218,姜
String = 30219,姜
String = 30220,施
String = 30221,皇甫
String = 30222,紀
String = 30223,胡
String = 30224,胡
String = 30225,胡
String = 30226,胡
String = 30227,胡
String = 30228,胡
String = 30229,范
String = 30230,范
String = 30231,韋
String = 30232,韋
String = 30233,种
String = 30234,种
String = 30235,种
String = 30236,倫
String = 30237,凌
String = 30238,凌
String = 30239,唐
String = 30240,夏侯
String = 30241,夏侯
String = 30242,夏侯
String = 30243,夏侯
String = 30244,夏侯
String = 30245,夏侯
String = 30246,夏侯
String = 30247,夏侯
String = 30248,夏侯
String = 30249,夏侯
String = 30250,夏侯
String = 30251,夏侯
String = 30252,夏侯
String = 30253,夏侯
String = 30254,孫
String = 30255,孫
String = 30256,孫
String = 30257,孫
String = 30258,孫
String = 30259,孫
String = 30260,孫
String = 30261,孫
String = 30262,孫
String = 30263,孫
String = 30264,孫
String = 30265,孫
String = 30266,孫
String = 30267,孫
String = 30268,孫
String = 30269,孫
String = 30270,孫
String = 30271,孫
String = 30272,孫
String = 30273,孫
String = 30274,孫
String = 30275,孫
String = 30276,孫
String = 30277,孫
String = 30278,孫
String = 30279,孫
String = 30280,宴
String = 30281,徐
String = 30282,徐
String = 30283,徐
String = 30284,徐
String = 30285,徐
String = 30286,徐
String = 30287,徐
String = 30288,桓
String = 30289,留
String = 30290,留
String = 30291,祖
String = 30292,祖
String = 30293,祝
String = 30294,秦
String = 30295,秦
String = 30296,秦
String = 30297,耿
String = 30298,荀
String = 30299,荀
String = 30300,袁
String = 30301,袁
String = 30302,袁
String = 30303,袁
String = 30304,袁
String = 30305,袁
String = 30306,袁
String = 30307,袁
String = 30308,袁
String = 30309,袁
String = 30310,郝
String = 30311,馬
String = 30312,馬
String = 30313,馬
String = 30314,馬
String = 30315,馬
String = 30316,馬
String = 30317,馬
String = 30318,馬
String = 30319,馬
String = 30320,馬
String = 30321,馬
String = 30322,馬
String = 30323,馬
String = 30324,馬
String = 30325,馬
String = 30326,馬
String = 30327,馬
String = 30328,馬
String = 30329,馬
String = 30330,高
String = 30331,高
String = 30332,高
String = 30333,高
String = 30334,高堂
String = 30335,高
String = 30336,高
String = 30337,高
String = 30338,高
String = 30339,區
String = 30340,崔
String = 30341,崔
String = 30342,常
String = 30343,張
String = 30344,張
String = 30345,張
String = 30346,張
String = 30347,張
String = 30348,張
String = 30349,張
String = 30350,張
String = 30351,張
String = 30352,張
String = 30353,張
String = 30354,張
String = 30355,張
String = 30356,張
String = 30357,張
String = 30358,張
String = 30359,張
String = 30360,張
String = 30361,張
String = 30362,張
String = 30363,張
String = 30364,張
String = 30365,張
String = 30366,張
String = 30367,張
String = 30368,張
String = 30369,張
String = 30370,張
String = 30371,張
String = 30372,張
String = 30373,張
String = 30374,張
String = 30375,張
String = 30376,張
String = 30377,張
String = 30378,張
String = 30379,張
String = 30380,張
String = 30381,張
String = 30382,張
String = 30383,張
String = 30384,張
String = 30385,張
String = 30386,張
String = 30387,張
String = 30388,張
String = 30389,張
String = 30390,張
String = 30391,張
String = 30392,張
String = 30393,曹
String = 30394,曹
String = 30395,曹
String = 30396,曹
String = 30397,曹
String = 30398,曹
String = 30399,曹
String = 30400,曹
String = 30401,曹
String = 30402,曹
String = 30403,曹
String = 30404,曹
String = 30405,曹
String = 30406,曹
String = 30407,曹
String = 30408,曹
String = 30409,曹
String = 30410,曹
String = 30411,曹
String = 30412,曹
String = 30413,曹
String = 30414,曹
String = 30415,曹
String = 30416,曹
String = 30417,曹
String = 30418,曹
String = 30419,梁
String = 30420,梁
String = 30421,梅
String = 30422,涼
String = 30423,淳于
String = 30424,淳于
String = 30425,淳于
String = 30426,畢
String = 30427,笮
String = 30428,許
String = 30429,許
String = 30430,許
String = 30431,許
String = 30432,許
String = 30433,許
String = 30434,逢
String = 30435,郭
String = 30436,郭
String = 30437,郭
String = 30438,郭
String = 30439,郭
String = 30440,郭
String = 30441,郭
String = 30442,郭
String = 30443,郭
String = 30444,陳
String = 30445,陳
String = 30446,陳
String = 30447,陳
String = 30448,陳
String = 30449,陳
String = 30450,陳
String = 30451,陳
String = 30452,陳
String = 30453,陳
String = 30454,陳
String = 30455,陳
String = 30456,陳
String = 30457,陳
String = 30458,陳
String = 30459,陳
String = 30460,陸
String = 30461,陸
String = 30462,陸
String = 30463,陸
String = 30464,陸
String = 30465,陶
String = 30466,陶
String = 30467,陶
String = 30468,傅
String = 30469,傅
String = 30470,傅
String = 30471,傅
String = 30472,傅
String = 30473,喬
String = 30474,喬
String = 30475,喬
String = 30476,焦
String = 30477,程
String = 30478,程
String = 30479,程
String = 30480,程
String = 30481,程
String = 30482,程
String = 30483,華
String = 30484,華
String = 30485,華
String = 30486,貂蟬
String = 30487,費
String = 30488,費
String = 30489,費
String = 30490,賀
String = 30491,鄂
String = 30492,馮
String = 30493,黃
String = 30494,黃
String = 30495,黃
String = 30496,黃
String = 30497,黃
String = 30498,黃
String = 30499,黃
String = 30500,楊
String = 30501,楊
String = 30502,楊
String = 30503,楊
String = 30504,楊
String = 30505,楊
String = 30506,楊
String = 30507,楊
String = 30508,楊
String = 30509,楊
String = 30510,楊
String = 30511,楊
String = 30512,楊
String = 30513,楊
String = 30514,楊
String = 30515,楊
String = 30516,楊
String = 30517,董
String = 30518,董
String = 30519,董
String = 30520,董
String = 30521,董
String = 30522,董
String = 30523,董
String = 30524,董
String = 30525,董
String = 30526,董
String = 30527,虞
String = 30528,賈
String = 30529,賈
String = 30530,賈
String = 30531,賈
String = 30532,賈
String = 30533,賈
String = 30534,賈
String = 30535,賈
String = 30536,賈
String = 30537,賈
String = 30538,鄒
String = 30539,鄒
String = 30540,鄒
String = 30541,雍
String = 30542,雷
String = 30543,雷
String = 30544,雷
String = 30545,廖
String = 30546,廖
String = 30547,廖
String = 30548,滿
String = 30549,甄
String = 30550,管
String = 30551,管
String = 30552,管
String = 30553,管
String = 30554,臧
String = 30555,臧
String = 30556,裴
String = 30557,趙
String = 30558,趙
String = 30559,趙
String = 30560,趙
String = 30561,趙
String = 30562,趙
String = 30563,趙
String = 30564,趙
String = 30565,蒯
String = 30566,蒯
String = 30567,劉
String = 30568,劉
String = 30569,劉
String = 30570,劉
String = 30571,劉
String = 30572,劉
String = 30573,劉
String = 30574,劉
String = 30575,劉
String = 30576,劉
String = 30577,劉
String = 30578,劉
String = 30579,劉
String = 30580,劉
String = 30581,劉
String = 30582,劉
String = 30583,劉
String = 30584,劉
String = 30585,劉
String = 30586,劉
String = 30587,劉
String = 30588,劉
String = 30589,劉
String = 30590,劉
String = 30591,劉
String = 30592,劉
String = 30593,劉
String = 30594,劉
String = 30595,審
String = 30596,樊
String = 30597,樊
String = 30598,樂
String = 30599,潘
String = 30600,潘
String = 30601,潘
String = 30602,潘
String = 30603,滕
String = 30604,滕
String = 30605,稽
String = 30606,蔣
String = 30607,蔣
String = 30608,蔣
String = 30609,蔣
String = 30610,蔣
String = 30611,蔣
String = 30612,蔣
String = 30613,蔡
String = 30614,蔡
String = 30615,蔡
String = 30616,蔡
String = 30617,蔡
String = 30618,蔡
String = 30619,蔡
String = 30620,蔡
String = 30621,諸葛
String = 30622,諸葛
String = 30623,諸葛
String = 30624,諸葛
String = 30625,諸葛
String = 30626,諸葛
String = 30627,諸葛
String = 30628,諸葛
String = 30629,諸葛
String = 30630,鄧
String = 30631,鄧
String = 30632,鄧
String = 30633,鄧
String = 30634,鄧
String = 30635,鄧
String = 30636,鄧
String = 30637,鞏
String = 30638,鞏
String = 30639,魯
String = 30640,魯
String = 30641,盧
String = 30642,穆
String = 30643,錢
String = 30644,閻
String = 30645,閻
String = 30646,閻
String = 30647,閻
String = 30648,閻
String = 30649,閻
String = 30650,霍
String = 30651,霍
String = 30652,駱
String = 30653,駱
String = 30654,鮑
String = 30655,鮑
String = 30656,戲
String = 30657,戴
String = 30658,濮陽
String = 30659,糜
String = 30660,糜
String = 30661,糜
String = 30662,薛
String = 30663,薛
String = 30664,謝
String = 30665,鍾
String = 30666,鍾
String = 30667,鍾
String = 30668,鍾
String = 30669,隱
String = 30670,韓
String = 30671,韓
String = 30672,韓
String = 30673,韓
String = 30674,韓
String = 30675,韓
String = 30676,韓
String = 30677,韓
String = 30678,韓
String = 30679,韓
String = 30680,韓
String = 30681,擾龍
String = 30682,簡
String = 30683,聶
String = 30684,顏
String = 30685,魏
String = 30686,魏
String = 30687,魏
String = 30688,魏
String = 30689,魏
String = 30690,龐
String = 30691,龐
String = 30692,龐
String = 30693,譚
String = 30694,譙
String = 30695,邊
String = 30696,關
String = 30697,關
String = 30698,關
String = 30699,關
String = 30700,關
String = 30701,關
String = 30702,麴
String = 30703,麴
String = 30704,禰
String = 30705,嚴
String = 30706,嚴
String = 30707,嚴
String = 30708,嚴
String = 30709,嚴
String = 30710,嚴
String = 30711,嚴
String = 30712,蘇
String = 30713,闞
String = 30714,顧
String = 30715,龔
String = 30716,龔
String = 30717,龔
String = 30718,丘力居
String = 30719,北宮
String = 30720,去卑
String = 30721,白虎文
String = 30722,步度根
String = 30723,拓拔
String = 30724,於扶羅
String = 30725,泄歸泥
String = 30726,治元多
String = 30727,治無戴
String = 30728,苻
String = 30729,素利
String = 30730,能臣
String = 30731,厥機
String = 30732,普
String = 30733,無臣氐
String = 30734,彌加
String = 30735,左賢王
String = 30736,那樓
String = 30737,呼廚泉
String = 30738,速僕丸
String = 30739,樓班
String = 30740,蹋頓
String = 30741,匈奴預備1
String = 30742,匈奴預備2
String = 30743,匈奴預備3
String = 30744,匈奴預備4
String = 30745,匈奴預備5
String = 30746,匈奴預備6
String = 30747,匈奴預備7
String = 30748,匈奴預備8
String = 30749,匈奴預備9
String = 30750,匈奴預備10
String = 30751,匈奴預備11
String = 30752,匈奴預備12
String = 30753,匈奴預備13
String = 30754,匈奴預備14
String = 30755,匈奴預備15
String = 30756,匈奴預備16
String = 30757,匈奴預備17
String = 30758,匈奴預備18
String = 30759,匈奴預備19
String = 30760,匈奴預備20
String = 30761,兀突骨
String = 30762,孟
String = 30763,孟
String = 30764,孟
String = 30765,祝融夫人
String = 30766,木鹿大王
String = 30767,朵思大王
String = 30768,沙摩柯
String = 30769,金環三結
String = 30770,迷當大王
String = 30771,帶來洞主
String = 30772,忙牙長
String = 30773,阿會喃
String = 30774,董荼那
String = 30775,軻比能
String = 30776,越吉
String = 30777,雅丹
String = 30778,徹里吉
String = 30779,千萬
String = 30780,俄何燒戈
String = 30781,南蠻預備1
String = 30782,南蠻預備2
String = 30783,南蠻預備3
String = 30784,南蠻預備4
String = 30785,南蠻預備5
String = 30786,南蠻預備6
String = 30787,南蠻預備7
String = 30788,南蠻預備8
String = 30789,南蠻預備9
String = 30790,南蠻預備10
String = 30791,南蠻預備11
String = 30792,南蠻預備12
String = 30793,南蠻預備13
String = 30794,南蠻預備14
String = 30795,南蠻預備15
String = 30796,南蠻預備16
String = 30797,南蠻預備17
String = 30798,南蠻預備18
String = 30799,南蠻預備19
String = 30800,南蠻預備20
String = 30801,須佐
String = 30802,大國主
String = 30803,建御
String = 30804,少彥名
String = 30805,大物主
String = 30806,建御
String = 30807,邇邇藝
String = 30808,山幸彥
String = 30809,海幸彥
String = 30810,天手力男
String = 30811,小碓皇子
String = 30812,迦具土 
String = 30813,大山
String = 30814,久久
String = 30815,志那
String = 30816,棉津
String = 30817,阿曇
String = 30818,隼人
String = 30819,神武
String = 30820,五瀨
String = 30821,月讀
String = 30822,玉依姬
String = 30823,市寸
String = 30824,多紀
String = 30825,多岐
String = 30826,佐久
String = 30827,弟橘
String = 30828,須勢
String = 30829,豐玉
String = 30830,櫛名
String = 30831,卑彌呼
String = 30832,賊將
String = 30833,叛將
String = 30834,貪官
String = 30835,女賊
String = 30836,變民
String = 30837,山寨大王
String = 30838,蠻族酋長
String = 30839,叛國老賊
String = 30840,絕代惡女
String = 30841,匈奴單于
String = 30842,山賊王
String = 30843,山賊
String = 30844,沉船
String = 30845,老虎
String = 30846,巨虎
String = 30847,食人虎
String = 30848,虎王
String = 30849,妖虎
String = 30850,水妖
String = 30851,大水妖
String = 30852,巨水妖
String = 30853,水妖王
String = 30854,水妖皇
String = 30855,白玉麒麟
String = 30856,天馬
String = 30857,龍馬
String = 30858,四不像
String = 30859,窮奇
String = 30860,青龍
String = 30861,白虎
String = 30862,朱雀
String = 30863,玄武
String = 30864,麒麟
String = 30865,影青龍
String = 30866,影白虎
String = 30867,影朱雀
String = 30868,影玄武
String = 30869,影麒麟
String = 30870,南華老仙
String = 30871,普靜
String = 30872,于吉
String = 30873,桃源大仙
String = 30874,仙道
String = 30875,散仙
String = 30876,大仙
String = 30877,神仙
String = 30878,天仙
String = 30879,石碑
String = 30880,預備001
String = 30881,聚寶洞府
String = 30882,聚寶大仙
String = 30883,預備004
String = 30884,預備005
String = 30885,預備006
String = 30886,預備007
String = 30887,預備008
String = 30888,預備009
String = 30889,預備010
String = 30890,預備011
String = 30891,預備012
String = 30892,預備013
String = 30893,預備014
String = 30894,預備015
String = 30895,預備016
String = 30896,預備017
String = 30897,預備018
String = 30898,預備019
String = 30899,預備020
String = 30900,預備021
String = 30901,預備022
String = 32000,武將字
String = 32001,承淵
String = 32002,建陽
String = 32006,正禮
String = 32008,文則
String = 32032,子義
String = 32037,文舉
String = 32040,仲業
String = 32045,仲恭
String = 32046,孝先
String = 32053,子均
String = 32062,文舒
String = 32063,叔治
String = 32064,子興
String = 32065,彥方
String = 32068,伯興
String = 32075,仲宣
String = 32086,伯達
String = 32091,德操
String = 32092,仲達
String = 32093,元放
String = 32096,興霸
String = 32099,國讓
String = 32101,子太
String = 32109,機伯
String = 32116,思然
String = 32117,文然
String = 32122,君理
String = 32124,休穆
String = 32151,奉先
String = 32154,子恪
String = 32155,季平
String = 32160,子明
String = 32169,曼成
String = 32170,德昂
String = 32180,正方
String = 32182,子緒
String = 32183,子山
String = 32185,佐治
String = 32199,幼平
String = 32200,公瑾
String = 32206,孝直
String = 32212,根矩
String = 32241,太初
String = 32243,伯仁
String = 32247,元讓
String = 32248,妙才
String = 32258,季佐
String = 32264,早安
String = 32265,叔武
String = 32267,公瞋
String = 32268,文台
String = 32270,叔弼
String = 32273,伯符
String = 32275,公禮
String = 32277,幼台
String = 32278,德達
String = 32279,仲謀
String = 32282,公明
String = 32283,元直
String = 32284,文向
String = 32287,景山
String = 32291,大榮
String = 32295,子敕
String = 32297,季行
String = 32298,公達
String = 32299,文若
String = 32301,顯甫
String = 32304,本初
String = 32305,公路
String = 32307,顯奕
String = 32309,顯思
String = 32316,季長
String = 32322,孟起
String = 32326,幼常
String = 32328,壽成
String = 32333,文惠
String = 32334,升平
String = 32341,季圭
String = 32351,公先
String = 32352,永年
String = 32355,德容
String = 32356,子布
String = 32359,俊義
String = 32360,翼德
String = 32363,子綱
String = 32372,惠恕
String = 32376,公祺
String = 32393,子孝
String = 32395,子桓
String = 32396,文烈
String = 32399,子修
String = 32400,蘭卿
String = 32401,子廉
String = 32403,子丹
String = 32407,昭伯
String = 32408,子建
String = 32412,子文
String = 32415,孟德
String = 32418,符仲
String = 32419,子虞
String = 32422,伯芳
String = 32429,子遠
String = 32432,仲康
String = 32434,元圖
String = 32440,伯濟
String = 32441,奉孝
String = 32446,子列
String = 32447,公台
String = 32448,玄伯
String = 32451,孔璋
String = 32452,元龍
String = 32453,長文
String = 32455,孝起
String = 32457,季弼
String = 32463,伯言
String = 32464,公紀
String = 32467,恭祖
String = 32478,德樞
String = 32479,仲德
String = 32480,德謀
String = 32483,元化
String = 32485,子魚
String = 32493,漢升
String = 32498,公覆
String = 32499,公衡
String = 32505,義山
String = 32508,德祖
String = 32518,仲穎
String = 32519,幼宰
String = 32523,公仁
String = 32526,袁代
String = 32527,仲翔
String = 32532,梁道
String = 32534,文和
String = 32545,元儉
String = 32548,伯寧
String = 32552,公明
String = 32553,幼安
String = 32555,宣高
String = 32561,子龍
String = 32566,異度
String = 32567,子初
String = 32572,景升
String = 32579,玄德
String = 32587,季玉
String = 32591,子陽
String = 32593,正禮
String = 32595,正南
String = 32598,文謙
String = 32600,文圭
String = 32607,公奕
String = 32609,公琰
String = 32610,子翼
String = 32612,子通
String = 32624,孔明
String = 32627,子瑜
String = 32628,公休
String = 32631,士載
String = 32633,伯苗
String = 32640,子敬
String = 32649,伯儉
String = 32650,仲邈
String = 32653,公緒
String = 32659,子仲
String = 32662,敬文
String = 32668,元常
String = 32674,義公
String = 32682,憲和
String = 32686,文長
String = 32690,士元
String = 32692,令明
String = 32694,允南
String = 32697,雲長
String = 32701,安國
String = 32704,正平
String = 32708,曼才
String = 32713,德潤
String = 32714,元嘆
